ID,FID,Status,Score,Match_type,Side,Match_addr,ARC_Street,ARC_Zone,address,latitude,longitude,name,desc_,source,precision
345,344,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
346,345,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
347,346,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
348,347,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
349,348,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
350,349,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
351,350,T,86,A,R,"8 2 QUEENS BLVD, 4",32-02 Queens Blvd.,4,32-02 Queens Blvd.,40.744679,-73.933371,32-02 Queens Blvd.,"32-02 Queens Blvd, Long Island City, NY 11101",Bing Maps,address
352,351,T,86,A,R,"8 2 QUEENS BLVD, 4",32-02 Queens Blvd.,4,32-02 Queens Blvd.,40.744679,-73.933371,32-02 Queens Blvd.,"32-02 Queens Blvd, Long Island City, NY 11101",Bing Maps,address
353,352,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
354,353,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
355,354,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
356,355,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
357,356,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
358,357,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
359,358,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
360,359,U,0,A, , ,Capital Projects-VP, ,Capital Projects-VP,0,0,Capital Projects-VP,-,Bing Maps, 
361,360,U,0,A, , ,Capital Projects-VP, ,Capital Projects-VP,0,0,Capital Projects-VP,-,Bing Maps, 
362,361,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
363,362,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
364,363,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
365,364,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,0,0,3701 Jerome Ave,-,Bing Maps, 
366,365,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
367,366,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
368,367,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
369,368,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
370,369,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
371,370,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
372,371,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
373,372,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
374,373,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
375,374,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
376,375,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
377,376,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
378,377,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
379,378,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
380,379,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
381,380,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
382,381,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
383,382,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
384,383,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
385,384,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
386,385,U,0,A, , ,CP Const-Bx/Qn 1, ,CP Const-Bx/Qn 1,0,0,CP Const-Bx/Qn 1,-,Bing Maps, 
387,386,U,0,A, , ,CP Const-Bx/Qn 1, ,CP Const-Bx/Qn 1,0,0,CP Const-Bx/Qn 1,-,Bing Maps, 
388,387,T,86,A,L,"4 METROTECH, 3",4 Metrotech,3,4 Metrotech,40.693545,-73.983914,4 Metrotech,"4 Myrtle Ave, Brooklyn, NY 11201",Bing Maps,address
389,388,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
390,389,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
391,390,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
392,391,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
393,392,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
394,393,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
395,394,T,86,A,L,"4 METROTECH, 3",4 Metrotech,3,4 Metrotech,40.693545,-73.983914,4 Metrotech,"4 Myrtle Ave, Brooklyn, NY 11201",Bing Maps,address
396,395,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
397,396,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
398,397,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
399,398,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
400,399,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
401,400,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
402,401,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
403,402,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
404,403,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
405,404,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
406,405,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
407,406,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
408,407,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
409,408,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
410,409,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
411,410,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
412,411,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
413,412,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
414,413,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
415,414,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
416,415,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
417,416,U,0,A, , ,CP MN-Program Dir, ,CP MN-Program Dir,0,0,CP MN-Program Dir,-,Bing Maps, 
418,417,U,0,A, , ,CP MN-Program Dir, ,CP MN-Program Dir,0,0,CP MN-Program Dir,-,Bing Maps, 
419,418,M,86,A,R,"210 JORALEMON ST, 3",210 Joralemon St.,3,210 Joralemon St.,40.69204,-73.99044,210 Joralemon St.,"210 Joralemon St, Brooklyn, NY 11201",Bing Maps,address
420,419,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
421,420,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
422,421,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
423,422,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
424,423,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
425,424,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
426,425,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
427,426,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
428,427,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
429,428,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
430,429,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
431,430,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
432,431,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
433,432,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
434,433,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
435,434,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
436,435,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
437,436,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
438,437,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
439,438,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
440,439,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
441,440,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
442,441,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
443,442,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
444,443,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
445,444,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
446,445,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
447,446,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
448,447,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
449,448,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
450,449,M,86,A,R,"156 WILLIAM ST, 1",156 William St,1,156 William St,40.709862,-74.005753,156 William St,"156 William St, New York, NY 10038",Bing Maps,address
451,450,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
452,451,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
453,452,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
454,453,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
455,454,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
456,455,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
457,456,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
458,457,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
459,458,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,0,0,42-09 28th Street,-,Bing Maps, 
460,459,M,86,A,R,"22 READE ST, 1",22 Reade St,1,22 Reade St,40.714236,-74.004809,22 Reade St,"22 Reade St, New York, NY 10007",Bing Maps,address
461,460,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
462,461,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
463,462,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
464,463,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
465,464,M,86,A,R,"22 READE ST, 1",22 Reade St,1,22 Reade St,40.714236,-74.004809,22 Reade St,"22 Reade St, New York, NY 10007",Bing Maps,address
466,465,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
467,466,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
468,467,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
469,468,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
470,469,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
471,470,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
472,471,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
473,472,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
474,473,T,86,A,L,"2 LAFAYETTE ST, 1",2 Lafayette St.,1,2 Lafayette St.,40.71402,-74.003891,2 Lafayette St.,"2 Lafayette St, New York, NY 10007",Bing Maps,address
475,474,T,86,A,L,"2 LAFAYETTE ST, 1",2 Lafayette St.,1,2 Lafayette St.,40.71402,-74.003891,2 Lafayette St.,"2 Lafayette St, New York, NY 10007",Bing Maps,address
476,475,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
477,476,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
478,477,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
479,478,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
480,479,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
481,480,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
482,481,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
483,482,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
484,483,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
485,484,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
486,485,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
487,486,T,86,A,L,"137 CENTRE ST, 1",137 Centre St.,1,137 Centre St.,40.717182,-74.000689,137 Centre St.,"137 Centre St, New York, NY 10013",Bing Maps,address
488,487,T,86,A,L,"137 CENTRE ST, 1",137 Centre St.,1,137 Centre St.,40.717182,-74.000689,137 Centre St.,"137 Centre St, New York, NY 10013",Bing Maps,address
489,488,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
490,489,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
491,490,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
492,491,M,86,A,L,"1270 VICTORY BLVD, 5",1270 Victory Blvd,5,1270 Victory Blvd,40.615772,-74.104894,1270 Victory Blvd,"1270 Victory Blvd, Staten Island, NY 10301",Bing Maps,address
