ID,FID,Status,Score,Match_type,Side,Match_addr,ARC_Street,ARC_Zone,address,latitude,longitude,name,desc_,source,precision
493,492,M,86,A,L,"1270 VICTORY BLVD, 5",1270 Victory Blvd,5,1270 Victory Blvd,40.615772,-74.104894,1270 Victory Blvd,"1270 Victory Blvd, Staten Island, NY 10301",Bing Maps,address
494,493,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
495,494,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
496,495,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
497,496,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
498,497,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
499,498,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,0,0,2 Metro Tech 4Th Flr,-,Bing Maps, 
500,499,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
501,500,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
502,501,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
503,502,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
504,503,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
505,504,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
506,505,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
507,506,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
508,507,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
509,508,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
510,509,U,0,A, , ,100 Central Park Ave N Yonkers, ,100 Central Park Ave N Yonkers,40.798266,-73.952624,100 Central Park Ave N Yonkers,"100 Central Park N, New York, NY 10026",Bing Maps,address
511,510,U,0,A, , ,100 Central Park Ave N Yonkers, ,100 Central Park Ave N Yonkers,40.798266,-73.952624,100 Central Park Ave N Yonkers,"100 Central Park N, New York, NY 10026",Bing Maps,address
512,511,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
513,512,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
514,513,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
515,514,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
516,515,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
517,516,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
518,517,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
519,518,U,0,A, , ,Not Used, ,Not Used,0,0,Not Used,-,Bing Maps, 
520,519,U,0,A, , ,Not Used, ,Not Used,0,0,Not Used,-,Bing Maps, 
521,520,T,86,A,R,"100 GOLD ST, 1",100 Gold Street,1,100 Gold Street,40.710159,-74.00322,100 Gold Street,"100 Gold St, New York, NY 10038",Bing Maps,address
522,521,T,86,A,R,"100 GOLD ST, 1",100 Gold Street,1,100 Gold Street,40.710159,-74.00322,100 Gold Street,"100 Gold St, New York, NY 10038",Bing Maps,address
523,522,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
524,523,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
525,524,T,86,A,L,"33 BEAVER ST, 1",33 Beaver St,1,33 Beaver St,40.70502,-74.011728,33 Beaver St,"33 Beaver St, New York, NY 10004",Bing Maps,address
526,525,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
527,526,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
528,527,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
529,528,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
530,529,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
531,530,T,86,A,R,"40 RECTOR ST, 1",40 Rector Street New York Ny,1,40 Rector Street New York Ny,40.708633,-74.014671,40 Rector Street New York Ny,"40 Rector St, New York, NY 10006",Bing Maps,address
532,531,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
533,532,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
534,533,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
535,534,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
536,535,T,86,A,R,"40 RECTOR ST, 1",40 Rector Street New York Ny,1,40 Rector Street New York Ny,40.708633,-74.014671,40 Rector Street New York Ny,"40 Rector St, New York, NY 10006",Bing Maps,address
537,536,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
538,537,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
539,538,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
540,539,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
541,540,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
542,541,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
543,542,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
544,543,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
545,544,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
546,545,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
547,546,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
548,547,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
549,548,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
550,549,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
551,550,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
552,551,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
553,552,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
554,553,U,0,A, , ,CP Design-Elevators, ,CP Design-Elevators,0,0,CP Design-Elevators,-,Bing Maps, 
555,554,U,0,A, , ,CP Design-Elevators, ,CP Design-Elevators,0,0,CP Design-Elevators,-,Bing Maps, 
556,555,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
557,556,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
558,557,T,86,A,L,"11 55 BKLYN QNS EXPY, 4",24-55 Bklyn Qns Expy Woodside,4,24-55 Bklyn Qns Expy Woodside,40.740925,-73.903481,24-55 Bklyn Qns Expy Woodside,"Woodside, NY",Bing Maps,Neighborhood
559,558,T,86,A,L,"11 55 BKLYN QNS EXPY, 4",24-55 Bklyn Qns Expy Woodside,4,24-55 Bklyn Qns Expy Woodside,40.740925,-73.903481,24-55 Bklyn Qns Expy Woodside,"Woodside, NY",Bing Maps,Neighborhood
560,559,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
561,560,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
562,561,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
563,562,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
564,563,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
565,564,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
566,565,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
567,566,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
568,567,M,86,A,L,"1 E 104TH ST, 1",1 East 104th ST. NY,1,1 East 104th ST. NY,40.792952,-73.951873,1 East 104th ST. NY,"1 E 104th St, New York, NY 10029",Bing Maps,address
569,568,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
570,569,M,86,A,R,"30 64 THOMSON AVE, 4",30-30 Thomson Ave L I City Qns,4,30-30 Thomson Ave L I City Qns,0,0,30-30 Thomson Ave L I City Qns,-,Bing Maps, 
571,570,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
572,571,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
573,572,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
574,573,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
575,574,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
576,575,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
577,576,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
578,577,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
579,578,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
580,579,U,0,A, , ,MRST-Env Field Ops, ,MRST-Env Field Ops,0,0,MRST-Env Field Ops,-,Bing Maps, 
581,580,U,0,A, , ,MRST-Env Field Ops, ,MRST-Env Field Ops,0,0,MRST-Env Field Ops,-,Bing Maps, 
582,581,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
583,582,U,0,A, , ,CP Design-Elevators, ,CP Design-Elevators,0,0,CP Design-Elevators,-,Bing Maps, 
584,583,U,0,A, , ,CP Design-Elevators, ,CP Design-Elevators,0,0,CP Design-Elevators,-,Bing Maps, 
585,584,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
586,585,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
587,586,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
588,587,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
589,588,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
590,589,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
591,590,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
592,591,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
593,592,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
594,593,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
595,594,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
596,595,M,86,A,R,"2 METRO TECH, 3",2 Metro Tech 4Th Flr,3,2 Metro Tech 4Th Flr,40.69373,-73.985686,2 Metro Tech 4Th Flr,"2 Myrtle Promenade, Brooklyn, NY 11201",Bing Maps,address
597,596,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
598,597,T,69,A, ,HAZEN ST,Hazen St-West Facil,T,Hazen St-West Facil,30.36636,-82.792389,Hazen St-West Facil,"Facil, FL",Bing Maps,city/town
599,598,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
600,599,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
601,600,M,86,A,L,"125 WORTH ST, 1",125 Worth Street,1,125 Worth Street,40.715463,-74.002667,125 Worth Street,"125 Worth St, New York, NY 10013",Bing Maps,address
602,601,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
603,602,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
604,603,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
605,604,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
606,605,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
607,606,U,0,A, , ,CP TS-Office of Director, ,CP TS-Office of Director,0,0,CP TS-Office of Director,-,Bing Maps, 
608,607,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
609,608,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
610,609,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
611,610,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
612,611,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
613,612,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
614,613,U,0,A, , ,Not Used, ,Not Used,0,0,Not Used,-,Bing Maps, 
615,614,T,86,A,L,"455 1ST AVE, 1",455 First Ave.,1,455 First Ave.,40.739176,-73.976935,455 First Ave.,"455 1st Ave, New York, NY 10016",Bing Maps,address
616,615,T,86,A,R,"8 2 QUEENS BLVD, 4",32-02 Queens Blvd.,4,32-02 Queens Blvd.,40.744679,-73.933371,32-02 Queens Blvd.,"32-02 Queens Blvd, Long Island City, NY 11101",Bing Maps,address
617,616,T,86,A,R,"8 2 QUEENS BLVD, 4",32-02 Queens Blvd.,4,32-02 Queens Blvd.,40.744679,-73.933371,32-02 Queens Blvd.,"32-02 Queens Blvd, Long Island City, NY 11101",Bing Maps,address
618,617,U,0,A, , ,Not Used, ,Not Used,0,0,Not Used,-,Bing Maps, 
619,618,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
620,619,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
621,620,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
622,621,T,86,A,R,"55 WATER ST, 1",55 Water St Ny Ny,1,55 Water St Ny Ny,40.703041,-74.009407,55 Water St Ny Ny,"55 Water St, New York, NY 10004",Bing Maps,address
623,622,T,86,A,R,"55 WATER ST, 1",55 Water St Ny Ny,1,55 Water St Ny Ny,40.703041,-74.009407,55 Water St Ny Ny,"55 Water St, New York, NY 10004",Bing Maps,address
